;;"FAST BUDGET"

"Id";"Value";"Currency";"Category";"Account";"Date";"From/To";"Notes";"Value (EUR)"
"1254";"-10.5";"EUR";"Kleidung";"Geldbörse";"6/22/23";"";"Reinigung";"-10.5"
"1255";"100.16";"EUR";"sonstige Einnahmen";"DKB VISA Debit";"6/20/23";"";"Miete Nachzahlung L+H";"100.16"
"1256";"-24.52";"EUR";"Lebensmittel";"DKB VISA Debit";"6/20/23";"";"";"-24.52"
"1257";"-49.9";"EUR";"Kleidung";"DKB VISA Debit";"6/20/23";"";"Sonnenbrille";"-49.9"
"1258";"-3.99";"EUR";"Handyvertrag";"DKB VISA Debit";"6/17/23";;;"-3.99"
"1259";"-49.63";"EUR";"Ausflug";"DKB VISA Debit";"6/14/23";"";"";"-49.63"
"1260";"-10.43";"EUR";"Ausflug";"DKB VISA Debit";"6/14/23";"";"Frühstück";"-10.43"
"1261";"-42.15";"EUR";"Ausflug";"DKB VISA Debit";"6/14/23";"";"";"-42.15"
"1262";"-60.86";"EUR";"Kleidung";"DKB VISA Debit";"6/9/23";"";"Hosen Amazon";"-60.86"
"1263";"-274.0";"EUR";"Ausflug";"DKB VISA Debit";"6/8/23";"";"Urlaub";"-274.0"
"1264";"-101.2";"EUR";"Transfer between accounts";"DKB VISA Debit";"6/8/23";"PayPal";"";"-101.2"
"1265";"101.2";"EUR";"Transfer between accounts";"PayPal";"6/8/23";"DKB VISA Debit";"";"101.2"
"1266";"-151.5";"EUR";"Vanguard all world";"DKB VISA Debit";"6/5/23";;;"-151.5"
"1267";"-31.0";"EUR";"Ausflug";"Geldbörse";"6/4/23";"";"Stadtfest";"-31.0"
"1268";"-43.49";"EUR";"Wohnung";"DKB VISA Debit";"6/4/23";"";"Vorhänge";"-43.49"
"1269";"-18.9";"EUR";"Restaurant";"DKB VISA Debit";"6/3/23";"";"";"-18.9"
"1270";"-38.44";"EUR";"Kleidung";"DKB VISA Debit";"6/3/23";"";"ES Shirts";"-38.44"
"1271";"-18.1";"EUR";"Lebensmittel";"DKB VISA Debit";"6/3/23";"";"";"-18.1"
"1272";"-10.0";"EUR";"Transfer between accounts";"Geldbörse";"6/3/23";"PayPal";"";"-10.0"
"1273";"10.0";"EUR";"Transfer between accounts";"PayPal";"6/3/23";"Geldbörse";"";"10.0"
"1274";"-258.1";"EUR";"Miete";"DKB VISA Debit";"6/3/23";"";"";"-258.1"
"1275";"-10.0";"EUR";"Bar Alkohol";"Geldbörse";"6/2/23";"";"";"-10.0"
"1276";"-71.38";"EUR";"Baumarkt";"DKB VISA Debit";"6/1/23";"";"";"-71.38"
"1277";"-26.51";"EUR";"Ausgleich";"DKB VISA Debit";"5/31/23";"";"";"-26.51"
"1278";"-7.2";"EUR";"Ausgleich";"DKB VISA Debit";"5/30/23";"";"";"-7.2"
"1279";"-14.07";"EUR";"Restaurant";"DKB VISA Debit";"5/30/23";"";"McDonald's";"-14.07"
"1280";"350.0";"EUR";"Lohn";"DKB VISA Debit";"5/30/23";"";"Bank Garderobe Ines";"350.0"
"1281";"-32.53";"EUR";"Bar Alkohol";"Geldbörse";"5/30/23";"";"Weinmeile";"-32.53"
"1282";"-46.6";"EUR";"Lebensmittel";"DKB VISA Debit";"5/30/23";"";"";"-46.6"
"1283";"-150.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"5/30/23";"Geldbörse";"";"-150.0"
"1284";"150.0";"EUR";"Transfer between accounts";"Geldbörse";"5/30/23";"DKB VISA Debit";"";"150.0"
"1285";"-25.0";"EUR";"Bar Alkohol";"PayPal";"5/30/23";"";"";"-25.0"
"1286";"-11.11";"EUR";"Bar Alkohol";"PayPal";"5/30/23";"";"";"-11.11"
"1287";"2464.36";"EUR";"Lohn";"DKB VISA Debit";"5/28/23";"";"";"2464.36"
"1288";"-4.49";"EUR";"Netflix";"DKB VISA Debit";"5/28/23";;;"-4.49"
"1289";"-2.5";"EUR";"Spotify";"DKB VISA Debit";"5/28/23";;"Spotify";"-2.5"
"1290";"-36.71";"EUR";"Internet";"DKB VISA Debit";"5/28/23";"";"";"-36.71"
"1291";"-7.07";"EUR";"Transfer between accounts";"Geldbörse";"5/27/23";"DKB VISA Debit";"Backer";"-7.07"
"1292";"7.07";"EUR";"Transfer between accounts";"DKB VISA Debit";"5/27/23";"Geldbörse";"Backer";"7.07"
"1293";"-12.0";"EUR";"Lebensmittel";"Geldbörse";"5/27/23";"";"";"-12.0"
"1294";"-77.45";"EUR";"Tanken";"DKB VISA Debit";"5/26/23";"";"";"-77.45"
"1295";"-7.07";"EUR";"Transfer between accounts";"Geldbörse";"5/26/23";"PayPal";"Bäcker";"-7.07"
"1296";"7.07";"EUR";"Transfer between accounts";"PayPal";"5/26/23";"Geldbörse";"Bäcker";"7.07"
"1297";"-15.0";"EUR";"Ausflug";"PayPal";"5/26/23";"";"Theater";"-15.0"
"1298";"-3.0";"EUR";"Ausflug";"Geldbörse";"5/26/23";"";"Theater";"-3.0"
"1299";"-500.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"5/25/23";"Sparkonto DKB";"";"-500.0"
"1300";"500.0";"EUR";"Transfer between accounts";"Sparkonto DKB";"5/25/23";"DKB VISA Debit";"";"500.0"
"1301";"-29.59";"EUR";"Wohnung";"DKB VISA Debit";"5/23/23";"";"Teppich";"-29.59"
"1302";"-50.0";"EUR";"Essen Arbeit";"Geldbörse";"5/22/23";"";"";"-50.0"
"1303";"-14.97";"EUR";"Verbrauchsartikel";"DKB VISA Debit";"5/21/23";"";"Notizbücher";"-14.97"
"1304";"-12.0";"EUR";"Lebensmittel";"Geldbörse";"5/20/23";"";"";"-12.0"
"1305";"-26.06";"EUR";"Lebensmittel";"DKB VISA Debit";"5/17/23";"";"";"-26.06"
"1305";"-20.0";"EUR";"Bar Alkohol";"DKB VISA Debit";"5/17/23";"";"";"-20.0"
"1306";"-3.99";"EUR";"Handyvertrag";"DKB VISA Debit";"5/17/23";;;"-3.99"
"1307";"-70.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"5/15/23";"Geldbörse";"";"-70.0"
"1308";"70.0";"EUR";"Transfer between accounts";"Geldbörse";"5/15/23";"DKB VISA Debit";"";"70.0"
"1309";"-23.83";"EUR";"Lebensmittel";"DKB VISA Debit";"5/15/23";"";"";"-23.83"
"1310";"-25.0";"EUR";"Baumarkt";"PayPal";"5/15/23";"";"";"-25.0"
"1311";"-19.37";"EUR";"Lebensmittel";"PayPal";"5/13/23";"";"";"-19.37"
"1312";"-6.0";"EUR";"Lebensmittel";"Geldbörse";"5/12/23";"";"";"-6.0"
"1313";"-13.99";"EUR";"Wohnung";"DKB VISA Debit";"5/11/23";"";"Kopfkissen bezüge";"-13.99"
"1314";"-7.07";"EUR";"Wohnung";"DKB VISA Debit";"5/11/23";"";"Kondensator";"-7.07"
"1315";"-9.9";"EUR";"Verbrauchsartikel";"DKB VISA Debit";"5/11/23";"";"Blasenflaster";"-9.9"
"1316";"-11.89";"EUR";"Geschenke";"DKB VISA Debit";"5/11/23";"";"Ladekabel";"-11.89"
"1317";"-7.99";"EUR";"Wohnung";"DKB VISA Debit";"5/11/23";"";"Trichter";"-7.99"
"1318";"-55.08";"EUR";"GEZ";"DKB VISA Debit";"5/10/23";"";"";"-55.08"
"1319";"-40.07";"EUR";"Lebensmittel";"PayPal";"5/9/23";"";"";"-40.07"
"1320";"-20.0";"EUR";"Ausgleich";"Geldbörse";"5/9/23";"";"";"-20.0"
"1321";"-55.99";"EUR";"Wohnung";"DKB VISA Debit";"5/9/23";"";"Spannbettlaken";"-55.99"
"1322";"-9.95";"EUR";"Verbrauchsartikel";"DKB VISA Debit";"5/9/23";"";"Creme";"-9.95"
"1323";"-7.99";"EUR";"Wohnung";"DKB VISA Debit";"5/9/23";"";"Gelbtafeln";"-7.99"
"1324";"-0.01";"EUR";"Kleidung";"DKB VISA Debit";"5/9/23";"";"Merell vapor glove 3";"-0.01"
"1325";"-42.99";"EUR";"Wohnung";"DKB VISA Debit";"5/9/23";"";"Bettwäsche";"-42.99"
"1326";"-13.95";"EUR";"Wohnung";"DKB VISA Debit";"5/9/23";"";"Neti pot";"-13.95"
"1327";"-72.41";"EUR";"Tanken";"DKB VISA Debit";"5/7/23";"";"";"-72.41"
"1328";"-2.78";"EUR";"Lebensmittel";"DKB VISA Debit";"5/6/23";"";"";"-2.78"
"1329";"-24.76";"EUR";"Lebensmittel";"DKB VISA Debit";"5/5/23";"";"";"-24.76"
"1330";"-2000.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"5/5/23";"Sparkonto DKB";"";"-2000.0"
"1331";"2000.0";"EUR";"Transfer between accounts";"Sparkonto DKB";"5/5/23";"DKB VISA Debit";"";"2000.0"
"1332";"-344.66";"EUR";"Auto";"DKB VISA Debit";"5/5/23";"";"Reparatur AGR Ventil";"-344.66"
"1333";"-151.5";"EUR";"Vanguard all world";"DKB VISA Debit";"5/5/23";;;"-151.5"
"1334";"-258.1";"EUR";"Miete";"DKB VISA Debit";"5/3/23";"";"";"-258.1"
"1335";"-9.19";"EUR";"Lebensmittel";"PayPal";"5/2/23";"";"";"-9.19"
"1336";"-58.0";"EUR";"Kleidung";"PayPal";"5/1/23";"";"Hose";"-58.0"
"1337";"-20.0";"EUR";"sonstige Ausgaben";"Geldbörse";"5/1/23";"";"Kirche";"-20.0"
"1338";"2464.36";"EUR";"Lohn";"DKB VISA Debit";"4/28/23";"";"";"2464.36"
"1339";"-79.99";"EUR";"Kleidung";"DKB VISA Debit";"4/28/23";"";"Hemden";"-79.99"
"1340";"-4.49";"EUR";"Netflix";"DKB VISA Debit";"4/28/23";;;"-4.49"
"1341";"-2.5";"EUR";"Spotify";"DKB VISA Debit";"4/28/23";;"Spotify";"-2.5"
"1342";"-36.71";"EUR";"Internet";"DKB VISA Debit";"4/28/23";"";"";"-36.71"
"1343";"-500.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"4/25/23";"Sparkonto DKB";"";"-500.0"
"1344";"500.0";"EUR";"Transfer between accounts";"Sparkonto DKB";"4/25/23";"DKB VISA Debit";"";"500.0"
"1345";"-15.61";"EUR";"Lebensmittel";"DKB VISA Debit";"4/24/23";"";"";"-15.61"
"1346";"-50.0";"EUR";"Essen Arbeit";"Geldbörse";"4/24/23";"";"";"-50.0"
"1347";"-73.07";"EUR";"Wohnung";"DKB VISA Debit";"4/22/23";"";"";"-73.07"
"1348";"-89.02";"EUR";"Wohnung";"DKB VISA Debit";"4/22/23";"";"";"-89.02"
"1349";"-75.0";"EUR";"Transfer between accounts";"Geldbörse";"4/21/23";"PayPal";"";"-75.0"
"1350";"75.0";"EUR";"Transfer between accounts";"PayPal";"4/21/23";"Geldbörse";"";"75.0"
"1351";"-100.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"4/21/23";"Geldbörse";"";"-100.0"
"1352";"100.0";"EUR";"Transfer between accounts";"Geldbörse";"4/21/23";"DKB VISA Debit";"";"100.0"
"1353";"-29.97";"EUR";"Lebensmittel";"DKB VISA Debit";"4/21/23";"";"";"-29.97"
"1354";"-20.0";"EUR";"Kultur";"Geldbörse";"4/21/23";"";"Arbeit Geschenke";"-20.0"
"1355";"-27.36";"EUR";"Lebensmittel";"DKB VISA Debit";"4/20/23";"";"";"-27.36"
"1356";"-5.0";"EUR";"Essen Arbeit";"Geldbörse";"4/20/23";"";"";"-5.0"
"1357";"-20.09";"EUR";"Lebensmittel";"DKB VISA Debit";"4/18/23";"";"";"-20.09"
"1358";"-57.5";"EUR";"Ausflug";"PayPal";"4/17/23";"";"Color rush";"-57.5"
"1359";"-80.75";"EUR";"Tanken";"DKB VISA Debit";"4/17/23";"";"";"-80.75"
"1360";"-3.99";"EUR";"Handyvertrag";"DKB VISA Debit";"4/17/23";;;"-3.99"
"1361";"-63.98";"EUR";"Baumarkt";"DKB VISA Debit";"4/14/23";"";"Holz für Garderobe";"-63.98"
"1362";"-11.98";"EUR";"Technik";"DKB VISA Debit";"4/12/23";"";"";"-11.98"
"1363";"-31.93";"EUR";"Lebensmittel";"DKB VISA Debit";"4/11/23";"";"";"-31.93"
"1364";"-150.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"4/11/23";"Geldbörse";"";"-150.0"
"1365";"150.0";"EUR";"Transfer between accounts";"Geldbörse";"4/11/23";"DKB VISA Debit";"";"150.0"
"1366";"-10.0";"EUR";"sonstige Ausgaben";"Geldbörse";"4/9/23";"";"Kirche";"-10.0"
"1367";"-73.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"4/8/23";"PayPal";"Sprit von Luise";"-73.0"
"1368";"73.0";"EUR";"Transfer between accounts";"PayPal";"4/8/23";"DKB VISA Debit";"Sprit von Luise";"73.0"
"1369";"-29.36";"EUR";"PC";"DKB VISA Debit";"4/8/23";"";"Bl3";"-29.36"
"1370";"-50.0";"EUR";"Ausflug";"PayPal";"4/7/23";"";"NF";"-50.0"
"1371";"-68.86";"EUR";"Tanken";"Geldbörse";"4/6/23";"";"";"-68.86"
"1372";"-15.0";"EUR";"Auto";"Geldbörse";"4/6/23";"";"Auslesen";"-15.0"
"1373";"-30.0";"EUR";"Auto";"DKB VISA Debit";"4/6/23";"";"";"-30.0"
"1373";"-19.62";"EUR";"Tanken";"DKB VISA Debit";"4/6/23";"";"";"-19.62"
"1373";"-10.0";"EUR";"Lebensmittel";"DKB VISA Debit";"4/6/23";"";"";"-10.0"
"1374";"200.0";"EUR";"Eltern";"PayPal";"4/5/23";"";"Schlachten";"200.0"
"1375";"-151.5";"EUR";"Vanguard all world";"DKB VISA Debit";"4/5/23";;;"-151.5"
"1376";"-9.55";"EUR";"Lebensmittel";"DKB VISA Debit";"4/4/23";"";"";"-9.55"
"1377";"-96.9";"EUR";"Kleidung";"DKB VISA Debit";"4/4/23";"";"Hut + Bladder";"-96.9"
"1378";"-125.0";"EUR";"Baumarkt";"Geldbörse";"4/4/23";"";"Bank Gestell";"-125.0"
"1379";"-7.25";"EUR";"Lebensmittel";"DKB VISA Debit";"4/3/23";"";"";"-7.25"
"1380";"-100.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"4/3/23";"Geldbörse";"";"-100.0"
"1381";"100.0";"EUR";"Transfer between accounts";"Geldbörse";"4/3/23";"DKB VISA Debit";"";"100.0"
"1382";"-258.1";"EUR";"Miete";"DKB VISA Debit";"4/3/23";"";"";"-258.1"
"1383";"-8.5";"EUR";"Wohnung";"PayPal";"4/2/23";"";"Headset halter";"-8.5"
"1384";"-32.62";"EUR";"Transfer between accounts";"DKB VISA Debit";"4/1/23";"PayPal";"";"-32.62"
"1385";"32.62";"EUR";"Transfer between accounts";"PayPal";"4/1/23";"DKB VISA Debit";"";"32.62"
"1386";"5.04";"EUR";"Zinsen";"Sparkonto DKB";"4/1/23";"";"";"5.04"
"1387";"-33.96";"EUR";"Wohnung";"DKB VISA Debit";"4/1/23";"";"Lampe + Glühbirne";"-33.96"
"1388";"-9.99";"EUR";"Baumarkt";"DKB VISA Debit";"4/1/23";"";"Ziehklinge";"-9.99"
"1389";"-19.43";"EUR";"Wohnung";"DKB VISA Debit";"4/1/23";"";"Steckdose 4er";"-19.43"
"1390";"-33.63";"EUR";"Kleidung";"DKB VISA Debit";"4/1/23";"";"Darn tough";"-33.63"
"1391";"-20.2";"EUR";"Wohnung";"DKB VISA Debit";"4/1/23";"";"HDMI Kabel";"-20.2"
"1392";"-18.58";"EUR";"Lebensmittel";"DKB VISA Debit";"3/30/23";"";"";"-18.58"
"1393";"-174.9";"EUR";"Wohnung";"DKB VISA Debit";"3/30/23";"";"Schreibtisch platte";"-174.9"
"1394";"687.75";"EUR";"Lohn";"DKB VISA Debit";"3/29/23";"";"Steuern";"687.75"
"1395";"-28.05";"EUR";"Wohnung";"DKB VISA Debit";"3/28/23";"";"USB Halter, Maske, Box, audio adapter";"-28.05"
"1395";"-30.0";"EUR";"Geschenke";"DKB VISA Debit";"3/28/23";"";"USB Halter, Maske, Box, audio adapter";"-30.0"
"1396";"-16.49";"EUR";"PC";"DKB VISA Debit";"3/28/23";"";"Zero Dawn Horizon";"-16.49"
"1397";"2464.36";"EUR";"Lohn";"DKB VISA Debit";"3/28/23";"";"";"2464.36"
"1398";"-4.49";"EUR";"Netflix";"DKB VISA Debit";"3/28/23";;;"-4.49"
"1399";"-2.5";"EUR";"Spotify";"DKB VISA Debit";"3/28/23";;"Spotify";"-2.5"
"1400";"-36.71";"EUR";"Internet";"DKB VISA Debit";"3/28/23";"";"";"-36.71"
"1401";"-274.0";"EUR";"Wohnung";"DKB VISA Debit";"3/27/23";"";"Schreibtisch Gestell";"-274.0"
"1402";"-10.0";"EUR";"Technik";"DKB VISA Debit";"3/27/23";"";"Protein Adapter einschrauber";"-10.0"
"1402";"-36.86";"EUR";"Lebensmittel";"DKB VISA Debit";"3/27/23";"";"Protein Adapter einschrauber";"-36.86"
"1402";"-10.0";"EUR";"Baumarkt";"DKB VISA Debit";"3/27/23";"";"Protein Adapter einschrauber";"-10.0"
"1403";"-500.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"3/25/23";"Sparkonto DKB";"";"-500.0"
"1404";"500.0";"EUR";"Transfer between accounts";"Sparkonto DKB";"3/25/23";"DKB VISA Debit";"";"500.0"
"1405";"-48.5";"EUR";"Technik";"DKB VISA Debit";"3/24/23";"";"KVm switch";"-48.5"
"1406";"-78.65";"EUR";"Tanken";"DKB VISA Debit";"3/24/23";"";"";"-78.65"
"1407";"-75.5";"EUR";"Technik";"PayPal";"3/23/23";"";"MX master";"-75.5"
"1408";"-65.0";"EUR";"Technik";"PayPal";"3/23/23";"";"Dockingstation";"-65.0"
"1409";"-14.0";"EUR";"Ausflug";"DKB VISA Debit";"3/23/23";"";"Bouldern";"-14.0"
"1410";"-8.44";"EUR";"Baumarkt";"DKB VISA Debit";"3/21/23";"";"";"-8.44"
"1411";"-10.0";"EUR";"Kultur";"Geldbörse";"3/21/23";"";"Quertett";"-10.0"
"1412";"-50.0";"EUR";"Essen Arbeit";"Geldbörse";"3/21/23";"";"";"-50.0"
"1413";"-55.69";"EUR";"Lastpass";"DKB VISA Debit";"3/21/23";"";"";"-55.69"
"1414";"-5.0";"EUR";"Lebensmittel";"Geldbörse";"3/20/23";"";"";"-5.0"
"1415";"-150.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"3/20/23";"Geldbörse";"";"-150.0"
"1416";"150.0";"EUR";"Transfer between accounts";"Geldbörse";"3/20/23";"DKB VISA Debit";"";"150.0"
"1417";"-28.07";"EUR";"Lebensmittel";"DKB VISA Debit";"3/20/23";"";"";"-28.07"
"1418";"-8.0";"EUR";"Technik";"PayPal";"3/19/23";"";"Batterielader und Schnürsenkel";"-8.0"
"1418";"-8.0";"EUR";"Kleidung";"PayPal";"3/19/23";"";"Batterielader und Schnürsenkel";"-8.0"
"1419";"-16.0";"EUR";"Kultur";"DKB VISA Debit";"3/19/23";"";"Bücher Dawkins";"-16.0"
"1420";"-5.53";"EUR";"Lebensmittel";"DKB VISA Debit";"3/18/23";"";"";"-5.53"
"1421";"-12.16";"EUR";"Lebensmittel";"DKB VISA Debit";"3/17/23";"";"";"-12.16"
"1422";"-5.86";"EUR";"Lebensmittel";"DKB VISA Debit";"3/17/23";"";"";"-5.86"
"1423";"-3.99";"EUR";"Handyvertrag";"DKB VISA Debit";"3/17/23";;;"-3.99"
"1424";"-29.85";"EUR";"Baumarkt";"DKB VISA Debit";"3/16/23";"";"";"-29.85"
"1425";"-9.7";"EUR";"Lebensmittel";"PayPal";"3/16/23";"";"";"-9.7"
"1426";"-299.95";"EUR";"Kleidung";"DKB VISA Debit";"3/16/23";"";"Wanderschuhe BERNINA 2";"-299.95"
"1427";"-30.0";"EUR";"Ausflug";"PayPal";"3/16/23";"";"Tennis";"-30.0"
"1428";"-87.5";"EUR";"Technik";"PayPal";"3/15/23";"";"Tastatur Keychron 4";"-87.5"
"1429";"-40.0";"EUR";"Auto";"DKB VISA Debit";"3/12/23";"";"Blitzer";"-40.0"
"1430";"-150.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"3/11/23";"PayPal";"Baumarkt";"-150.0"
"1431";"150.0";"EUR";"Transfer between accounts";"PayPal";"3/11/23";"DKB VISA Debit";"Baumarkt";"150.0"
"1432";"-95.77";"EUR";"Baumarkt";"DKB VISA Debit";"3/11/23";"";"Holz Bank";"-95.77"
"1433";"-20.0";"EUR";"Essen Arbeit";"Geldbörse";"3/8/23";"";"";"-20.0"
"1434";"-0.01";"EUR";"GEZ";"DKB VISA Debit";"3/8/23";"";"";"-0.01"
"1435";"-20.22";"EUR";"Baumarkt";"DKB VISA Debit";"3/7/23";"";"Töpfe";"-20.22"
"1436";"-64.59";"EUR";"Baumarkt";"PayPal";"3/6/23";"";"Pflanzen";"-64.59"
"1437";"-11.56";"EUR";"Lebensmittel";"PayPal";"3/6/23";"";"";"-11.56"
"1438";"-80.12";"EUR";"Tanken";"DKB VISA Debit";"3/6/23";"";"";"-80.12"
"1439";"-24.87";"EUR";"Baumarkt";"PayPal";"3/5/23";"";"Pflanzen";"-24.87"
"1440";"-151.5";"EUR";"Vanguard all world";"DKB VISA Debit";"3/5/23";;;"-151.5"
"1441";"-18.0";"EUR";"Bar Alkohol";"Geldbörse";"3/5/23";"";"";"-18.0"
"1442";"-57.0";"EUR";"Bar Alkohol";"PayPal";"3/4/23";"";"";"-57.0"
"1443";"-258.1";"EUR";"Miete";"DKB VISA Debit";"3/3/23";"";"";"-258.1"
"1444";"50.0";"EUR";"sonstige Einnahmen";"Geldbörse";"3/2/23";"";"Fahrrad an Luise";"50.0"
"1445";"-35.94";"EUR";"Lebensmittel";"PayPal";"3/2/23";"";"";"-35.94"
"1446";"-69.1";"EUR";"Versicherung";"DKB VISA Debit";"3/1/23";"";"";"-69.1"
"1447";"-16.96";"EUR";"Lebensmittel";"PayPal";"2/28/23";"";"";"-16.96"
"1448";"-20.0";"EUR";"Essen Arbeit";"Geldbörse";"2/28/23";"";"";"-20.0"
"1449";"-4.49";"EUR";"Netflix";"DKB VISA Debit";"2/28/23";;;"-4.49"
"1450";"-2.5";"EUR";"Spotify";"DKB VISA Debit";"2/28/23";;"Spotify";"-2.5"
"1451";"-36.71";"EUR";"Internet";"DKB VISA Debit";"2/28/23";"";"";"-36.71"
"1452";"-69.0";"EUR";"Ausflug";"DKB VISA Debit";"2/27/23";"";"Schlammlauf";"-69.0"
"1453";"-16.96";"EUR";"Lebensmittel";"DKB VISA Debit";"2/27/23";"";"";"-16.96"
"1454";"-25.47";"EUR";"Wohnung";"DKB VISA Debit";"2/26/23";"";"Lampe und Armband + prime";"-25.47"
"1454";"-17.0";"EUR";"Kleidung";"DKB VISA Debit";"2/26/23";"";"Lampe und Armband + prime";"-17.0"
"1455";"-5.0";"EUR";"Lebensmittel";"Geldbörse";"2/25/23";"";"";"-5.0"
"1456";"-500.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"2/25/23";"Sparkonto DKB";"";"-500.0"
"1457";"500.0";"EUR";"Transfer between accounts";"Sparkonto DKB";"2/25/23";"DKB VISA Debit";"";"500.0"
"1458";"2835.13";"EUR";"Lohn";"DKB VISA Debit";"2/24/23";"";"";"2835.13"
"1459";"-282.84";"EUR";"Transfer between accounts";"DKB VISA Debit";"2/23/23";"PayPal";"Dream Router";"-282.84"
"1460";"282.84";"EUR";"Transfer between accounts";"PayPal";"2/23/23";"DKB VISA Debit";"Dream Router";"282.84"
"1461";"45.0";"EUR";"_Ausgelegt";"PayPal";"2/23/23";"";"Hüttenschlafsäcke und Miete";"45.0"
"1462";"-44.51";"EUR";"Ausgleich";"Geldbörse";"2/23/23";"";"Handy verloren :( ka";"-44.51"
"1463";"-40.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"2/23/23";"PayPal";"";"-40.0"
"1464";"40.0";"EUR";"Transfer between accounts";"PayPal";"2/23/23";"DKB VISA Debit";"";"40.0"
"1465";"-50.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"2/23/23";"Geldbörse";"";"-50.0"
"1466";"50.0";"EUR";"Transfer between accounts";"Geldbörse";"2/23/23";"DKB VISA Debit";"";"50.0"
"1467";"-10.0";"EUR";"Essen Arbeit";"Geldbörse";"2/23/23";"";"";"-10.0"
"1468";"-14.51";"EUR";"Lebensmittel";"PayPal";"2/22/23";"";"";"-14.51"
"1469";"-29.99";"EUR";"Ausflug";"PayPal";"2/22/23";"";"Komoot premium";"-29.99"
"1470";"-295.82";"EUR";"Technik";"DKB VISA Debit";"2/21/23";"";"Pixel 6a";"-295.82"
"1471";"-14.95";"EUR";"sonstige Ausgaben";"DKB VISA Debit";"2/21/23";"";"Neue sim";"-14.95"
"1472";"-8.99";"EUR";"Kleidung";"DKB VISA Debit";"2/21/23";"";"Schnürsenkel";"-8.99"
"1473";"-49.8";"EUR";"Einkaufen";"DKB VISA Debit";"2/20/23";"";"Hüttenschlafsäcke";"-49.8"
"1474";"-95.0";"EUR";"Sport";"DKB VISA Debit";"2/20/23";"";"Gepäckträger und Schutzblech";"-95.0"
"1475";"-44.98";"EUR";"Kleidung";"DKB VISA Debit";"2/20/23";"";"Decathlon Sportzeug";"-44.98"
"1476";"-35.78";"EUR";"Lebensmittel";"DKB VISA Debit";"2/20/23";"";"";"-35.78"
"1477";"-3.99";"EUR";"Handyvertrag";"DKB VISA Debit";"2/17/23";;;"-3.99"
"1478";"-55.67";"EUR";"Technik";"DKB VISA Debit";"2/16/23";"";"Phone Cases, sp connect";"-55.67"
"1479";"-55.08";"EUR";"GEZ";"DKB VISA Debit";"2/15/23";"";"";"-55.08"
"1480";"-76.68";"EUR";"Tanken";"DKB VISA Debit";"2/13/23";"";"";"-76.68"
"1481";"-88.0";"EUR";"Ausflug";"DKB VISA Debit";"2/10/23";"";"Alpenverein Mitgliedschaft";"-88.0"
"1482";"-151.5";"EUR";"Vanguard all world";"DKB VISA Debit";"2/8/23";"";"";"-151.5"
"1483";"60.0";"EUR";"Eltern";"PayPal";"2/7/23";"";"Solarstrom";"60.0"
"1484";"-27.75";"EUR";"Lebensmittel";"DKB VISA Debit";"2/6/23";"";"";"-27.75"
"1485";"-45.48";"EUR";"Wohnung";"DKB VISA Debit";"2/5/23";"";"BT dongle 2 NASA poster";"-45.48"
"1486";"-14.44";"EUR";"Technik";"DKB VISA Debit";"2/5/23";"";"BT dongle";"-14.44"
"1487";"-32.0";"EUR";"Ausflug";"Geldbörse";"2/4/23";"";"Schlittschuhe";"-32.0"
"1488";"16.0";"EUR";"_Ausgelegt";"PayPal";"2/4/23";"";"Schlittschuh fahren";"16.0"
"1489";"-31.5";"EUR";"Lebensmittel";"DKB VISA Debit";"2/3/23";"";"";"-31.5"
"1490";"-24.07";"EUR";"Lebensmittel";"DKB VISA Debit";"2/2/23";"";"";"-24.07"
"1491";"-43.12";"EUR";"Ausgleich";"DKB VISA Debit";"2/2/23";"";"";"-43.12"
"1492";"-50.0";"EUR";"Essen Arbeit";"Geldbörse";"2/1/23";"";"";"-50.0"
"1493";"-71.02";"EUR";"Transfer between accounts";"PayPal";"2/1/23";"DKB VISA Debit";"";"-71.02"
"1494";"71.02";"EUR";"Transfer between accounts";"DKB VISA Debit";"2/1/23";"PayPal";"";"71.02"
"1495";"-26.95";"EUR";"Supplements";"DKB VISA Debit";"2/1/23";"";"Omega3";"-26.95"
"1496";"-292.53";"EUR";"Miete";"DKB VISA Debit";"1/31/23";"";"";"-292.53"
"1497";"-90.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"1/31/23";"Geldbörse";"";"-90.0"
"1498";"90.0";"EUR";"Transfer between accounts";"Geldbörse";"1/31/23";"DKB VISA Debit";"";"90.0"
